20034772-0548386 300.948914  -5.810830  36.003674 -18.728630 11.555 12.015 12.729 11.418 11.941 12.714 0.083 0.066 0.058 0.080 0.077 0.076 0.190 1.167 1.410 0.660 0313 Galaxy+star
20115976-4129464 302.998990 -41.496270 359.056820 -32.116040 11.748 11.988 13.002 11.306 11.541 12.559 0.116 0.087 0.076 0.087 0.070 0.069 0.049 1.371 1.557 0.600 0333 Galaxy with severely compromised photometry
20193212+2420110 304.883759  24.336374  64.675560  -6.671638 11.389 11.544 12.208 11.170 11.473 11.861 0.058 0.045 0.041 0.077 0.076 0.059 0.551 1.021 1.483 0.800 0333 Galaxy+star
20212069+2230211 305.336210  22.505810  63.375640  -8.035930 10.747 10.767 10.768 10.747 10.767 10.768 0.041 0.027 0.013 0.021 0.015 0.007 0.497 1.272 1.272 0.400 0222 Galaxy with severely compromised photometry
20231192+1137199 305.799683  11.622230  54.325172 -14.354168 11.748 11.959 12.672 11.651 11.573 12.213 0.070 0.040 0.037 0.080 0.040 0.037 0.154 1.090 1.434 0.400 0333 Galaxy+star
20354282+3155388 308.928345  31.927593  72.977180  -5.209072 11.286 11.474 11.976 11.179 11.394 11.893 0.069 0.058 0.047 0.067 0.067 0.057 0.905 1.188 1.426 0.660 0333 Galaxy+star
20472382-3825056 311.849270 -38.418280   3.931590 -38.410840  9.505  9.781 10.520  9.309  9.761 10.420 0.039 0.028 0.022 0.034 0.029 0.023 0.049 1.748 1.913 0.640 0133 Galaxy with severely compromised photometry
20482154-6131025 312.089870 -61.517270 334.546880 -37.448630 11.367 11.793 12.532 11.147 11.679 12.348 0.069 0.052 0.041 0.063 0.062 0.049 0.044 1.384 1.632 0.580 0333 Galaxy with severely compromised photometry
20483814+3151438 312.158783  31.862164  74.606544  -7.423522 11.538 11.758 12.270 11.428 11.612 12.143 0.078 0.048 0.041 0.076 0.052 0.047 0.324 1.262 1.477 0.380 0333 Galaxy+star
20510128-1710242 312.755432 -17.173370  29.777975 -33.948715 11.640 12.012 12.728 11.323 11.592 12.384 0.070 0.051 0.040 0.094 0.070 0.062 0.060 1.053 1.510 0.780 0000 Galaxy+star
21080312-4023357 317.013030 -40.393330   1.727260 -42.534320 10.631 10.912 11.356 10.631 10.912 11.356 0.065 0.042 0.026 0.033 0.022 0.015 0.041 1.766 1.766 0.200 0222 Galaxy with severely compromised photometry
21135465+0233487 318.477750   2.563620  53.522620 -29.827940 10.091 10.376 11.135 10.091 10.376 11.135 0.047 0.043 0.029 0.024 0.022 0.016 0.068 1.770 1.770 0.340 0311 Galaxy with severely compromised photometry
21300103+4036550 322.504303  40.615402  86.785431  -7.712602 11.462 11.683 12.287 11.402 11.575 12.138 0.061 0.038 0.033 0.063 0.041 0.038 0.557 1.041 1.317 0.620 0333 Galaxy+star
21325745-0619359 323.239441  -6.326692  47.412823 -38.558769 11.561 11.963 12.536 11.389 11.923 12.347 0.073 0.054 0.036 0.071 0.067 0.041 0.045 1.155 1.433 0.820 0000 Galaxy+star
21340823+0600366 323.534390   6.010110  60.198810 -31.946760 11.389 11.501 12.071 11.389 11.501 12.071 1.038 0.628 0.412 9.999 0.866 0.261 0.058 2.079 2.178 0.840 0111 Galaxy with severely compromised photometry
21355935+2402198 323.997380  24.038690  75.713190 -20.424380 11.654 11.816 12.381 11.631 11.816 12.364 0.043 0.034 0.023 0.140 0.305 0.028 0.082 1.215 1.418 0.360 0000 Galaxy with severely compromised photometry
21362777-0953236 324.115630  -9.889990  43.887170 -41.031760 10.967 11.390 12.066 10.802 11.153 11.869 0.063 0.051 0.036 0.054 0.048 0.038 0.041 1.276 1.514 0.820 0331 Galaxy with severely compromised photometry
21465245-2637237 326.718600 -26.623240  22.697870 -49.079040 11.272 11.602 12.148 10.678 11.156 11.600 0.076 0.055 0.033 0.078 0.070 0.043 0.030 1.462 1.843 0.360 0111 Galaxy with severely compromised photometry
22015330-5956437 330.472050 -59.945450 332.231410 -46.376710 11.202 11.564 12.272 10.775 11.437 11.919 0.082 0.061 0.046 0.081 0.091 0.062 0.039 1.364 1.722 0.720 0111 Galaxy with severely compromised photometry
22065763-3022414 331.740200 -30.378170  17.771560 -53.999080 11.434 11.617 12.439 11.434 11.617 12.439 0.134 0.067 0.060 0.073 0.040 0.040 0.019 1.439 1.439 0.620 0000 Galaxy with severely compromised photometry
22074578+4843504 331.940887  48.730602  97.194725  -5.788769 11.012 11.195 11.761 10.936 11.101 11.647 0.052 0.034 0.028 0.048 0.034 0.032 0.368 1.204 1.438 0.400 0000 Galaxy+star
22282096-8026398 337.087280 -80.444410 309.711980 -34.717210 10.421 10.414 11.138  9.902 10.410 10.842 0.104 0.063 0.046 0.076 0.070 0.050 0.124 1.766 1.953 0.980 0331 Galaxy with severely compromised photometry
22461535-5243269 341.564120 -52.724240 336.605440 -55.430130 11.584 12.035 12.748 11.584 12.035 12.748 0.087 0.055 0.047 0.049 0.036 0.033 0.013 1.494 1.494 0.300 0333 Galaxy with severely compromised photometry
22484014+5309449 342.167210  53.162490 105.030280  -5.388100  9.589  9.860 10.516  9.431  9.718 10.350 0.036 0.035 0.028 0.032 0.031 0.026 0.383 1.644 1.805 0.520 0331 Galaxy with severely compromised photometry
22533978+5005331 343.415924  50.092625 104.338615  -8.478860 11.504 11.903 12.578 11.424 11.787 12.456 0.057 0.051 0.040 0.060 0.061 0.053 0.244 1.314 1.520 0.240 0000 Galaxy+star
22591305+2941518 344.804440  29.697690  95.600330 -27.151280 11.754 12.256 12.966 11.228 11.692 12.646 0.076 0.070 0.055 0.099 0.102 0.106 0.048 1.228 1.685 0.660 0333 Galaxy with severely compromised photometry
23420033+5355053 355.501434  53.918198 112.722237  -7.571372 11.282 11.544 12.176 10.932 11.304 11.917 0.062 0.050 0.040 0.073 0.073 0.062 0.341 1.225 1.638 0.720 0333 Galaxy+star
23472909+5502481 356.871124  55.046753 113.789818  -6.685652 11.231 11.435 12.044 11.057 11.362 11.976 0.053 0.034 0.030 0.057 0.045 0.043 0.405 1.127 1.504 0.680 0000 Galaxy+star
23562523-2901242 359.105160 -29.023400  20.849380 -77.724490 10.036 10.381 11.111  9.598 10.379 11.109 0.125 0.102 0.080 0.083 0.099 0.089 0.017 1.974 2.070 0.480 0000 Galaxy with severely compromised photometry
