# The 2MASS Redshift Survey
# Huchra et al., ApJS, in press
#
# http://tdc-www.harvard.edu/2mrs/
# catalog version 2.4, 2011 Dec 16
# maintained by Lucas Macri, lmacri@tamu.edu
#
# Code "C/F/O": NED entries attributed to 2008ApJ...685.1320C, listed here with 2MRS information or proper bibliographic reference and uncertainty in redshift (when available)
#
#2MASS_ID        NED_ID                         RA          DEC        TYPE   NED_CZ  ERR QUAL NED_BIBCODE         2MRS_CZ  ERR CD 2MRS_BIBCODE          COMMENT
01014431-5152080|ESO_195-_G_024                |01h01m44.3s -51d52m08s|G     |  7570|    |    |2008ApJ...685.1320C|   7570|   0|O |1988cgsd.book.....F / 
19571158+4712539|2MASX_J19571158+4712539       |19h57m11.6s +47d12m54s|G     |  7726|    |    |2008ApJ...685.1320C|   7726|  35|F |20112MRS.FLWO.0000H / 
19571713+5021512|CGCG_257-025                  |19h57m17.2s +50d21m51s|G     |  7612|    |    |2008ApJ...685.1320C|   7612|  41|O |20112MRS.ZMA..0000H / SAO/TDC spectral archive #T23087
19595042+5028584|CGCG_257-032                  |19h59m50.4s +50d28m58s|G     |  7681|    |    |2008ApJ...685.1320C|   7681|  68|O |20112MRS.JPH..0000H / 
20020150+4300073|2MFGC_15272                   |20h02m01.5s +43d00m07s|G     |  5036|    |    |2008ApJ...685.1320C|   5036|  20|F |20112MRS.FLWO.0000H / 
20020308-3734537|ESO_339-_G_026                |20h02m03.1s -37d34m54s|G     |  5907|    |    |2008ApJ...685.1320C|   5907|   0|O |20112MRS.DaSt.0000H / 
20021959+4307366|2MASX_J20021959+4307366       |20h02m19.6s +43d07m37s|G     |  5003|    |    |2008ApJ...685.1320C|   5003|  51|F |20112MRS.FLWO.0000H / 
20022818+4934006|2MASX J20022818+4934006       |20h02m28.2s +49d34m01s|G     |  6750|    |    |2008ApJ...685.1320C|   6756|  26|F |20112MRS.FLWO.0000H / note updated 2MRS redshift
20062148-4804529|ESO_233-_G_027                |20h06m21.5s -48d04m53s|G     |  5180|    |    |2008ApJ...685.1320C|   5180|  10|O |20112MRS.SAAO.0000H / 
20113888+5028553|2MASX_J20113888+5028553       |20h11m38.8s +50d28m55s|G     |  7128|    |    |2008ApJ...685.1320C|   7128|  34|F |20112MRS.FLWO.0000H / 
20115745+5141133|2MASX_J20115745+5141133       |20h11m57.5s +51d41m13s|G     |  7218|    |    |2008ApJ...685.1320C|   7218|  40|F |20112MRS.FLWO.0000H / 
20172597-4108002|ESO_340-_G_010                |20h17m25.9s -41d08m00s|G     |  5398|    |    |2008ApJ...685.1320C|   5398|  16|O |20112MRS.SAAO.0000H / 
20325899+0952559|NGC_6930_NED01                |20h32m59.0s +09d52m55s|G     |  4694|    |    |2008ApJ...685.1320C|   4694|  17|O |1990A&AS...82..391B / 
20374767+5138013|2MFGC_15644                   |20h37m47.7s +51d38m02s|G     |  3169|    |    |2008ApJ...685.1320C|   3169|  32|F |20112MRS.FLWO.0000H / 
20440967+1225042|2MASX_J20440967+1225042       |20h44m09.7s +12d25m05s|G     |  4469|    |    |2008ApJ...685.1320C|   4469|   8|O |1990A&AS...82..391B / 
20442660+1229523|2MASX_J20442660+1229523       |20h44m26.6s +12d29m52s|G     |  4641|    |    |2008ApJ...685.1320C|   4641|   8|O |1990A&AS...82..391B / 
21065143-4449340|2MASX_J21065143-4449340       |21h06m51.4s -44d49m34s|G     |  8680|    |    |2008ApJ...685.1320C|   8680|  25|O |1991ApJS...75..935d / 
21070568-4853174|2MASX_J21070568-4853174       |21h07m05.7s -48d53m17s|G     |  7200|    |    |2008ApJ...685.1320C|   7200|   0|O |1988cgsd.book.....F / 
21380060+1433536|CGCG_427-008                  |21h38m00.6s +14d33m54s|G     |  8589|    |    |2008ApJ...685.1320C|   8589|  34|O |20112MRS.ZMA..0000H / SAO/TDC spectral archive #T26363
21521242-7441108|ESO_048-_G_009                |21h52m12.4s -74d41m11s|G     |  7645|    |    |2008ApJ...685.1320C|   8603|  35|O |20112MRS.ZMA..0000H / SAO/TDC spectral archive #T16824
21550553-5039198|2MASX_J21550553-5039198       |21h55m06.4s -50d39m17s|G     |  1849|    |    |2008ApJ...685.1320C|   1867|   7|O |2006HIPAS.C...0000: / 
22030481+1055296|IC_5160                       |22h03m04.8s +10d55m29s|G     |  8840|    |    |2008ApJ...685.1320C|   8840|  46|O |20112MRS.ZMA..0000H / SAO/TDC spectral archive #T26387
22295594+3615406|CGCG_514-041                  |22h29m56.0s +36d15m41s|G     |  7125|    |    |2008ApJ...685.1320C|   7125|   0|O |20112MRS.JRM..0000H / 
22311015-0225140|2MFGC_16964                   |22h31m10.1s -02d25m14s|G     |  4750|    |    |2008ApJ...685.1320C|   4750|  87|O |2000MNRAS.317...55S / 
22331598+3627367|2MASX_J22331490+3627157       |22h33m14.9s +36d27m16s|G     |  7427|    |    |2008ApJ...685.1320C|   7427| 174|O |2000MNRAS.317...55S / 
23041995+8644590|UGC_12387                     |23h04m20.2s +86d44m59s|G     |  5586|    |    |2008ApJ...685.1320C|   5586| 122|O |2000MNRAS.317...55S / 
23200936+4258020|UGC_12524                     |23h20m09.4s +42d58m02s|G     |  5646|    |    |2008ApJ...685.1320C|   5646| 151|O |2000MNRAS.317...55S / 
